Episode,Result,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,P1Hits,P2Hits
407,BossLose,73.6,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,260,2500,0.00,0.00,0.70,7,4,11
408,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,334,1576,0.37,0.00,0.33,5,10,11
409,BossLose,57.7,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,115,2500,0.00,0.42,1.00,0,12,11
410,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,1687,0.33,0.00,1.00,6,3,7
411,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,242,477,0.81,0.00,0.79,5,7,1
412,BossLose,59.6,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,22,2500,0.00,0.94,0.95,2,14,12
413,BossWin,40.0,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,400,1070,0.57,0.00,0.00,5,4,3
414,BossLose,70.3,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,230,2500,0.00,0.10,0.75,3,20,3
415,BossWin,40.6,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,400,1408,0.44,0.00,0.00,4,9,3
416,BossWin,56.9,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,400,1857,0.26,0.00,0.00,3,11,11
417,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,287,1974,0.21,0.00,0.56,5,10,8
418,BossLose,58.0,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,2,10,11
419,BossWin,50.6,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,400,766,0.69,0.00,0.00,5,2,3
420,BossLose,69.1,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,165,2500,0.00,0.61,0.57,3,18,2
421,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerTrainingSkillPool,238,1073,0.57,0.00,0.81,5,3,7
422,BossWin,83.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,400,1755,0.30,0.00,0.00,4,6,8
423,BossLose,60.2,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,261,2500,0.00,0.22,0.48,2,14,3
424,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,75,2149,0.14,0.62,1.00,1,16,1
425,BossLose,61.3,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,95,2500,0.00,0.52,1.00,0,13,6
426,BossWin,34.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,400,944,0.62,0.00,0.00,3,6,1
427,BossWin,85.7,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,400,670,0.73,0.00,0.00,5,4,1
428,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,277,618,0.75,0.00,0.62,6,7,1
429,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,285,1436,0.43,0.00,0.57,5,20,2
430,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,331,1809,0.28,0.00,0.35,3,5,16
431,BossLose,47.7,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,100,2500,0.00,0.50,1.00,0,7,12
432,BossWin,31.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,400,984,0.61,0.00,0.00,4,6,3
433,BossWin,66.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,400,1220,0.51,0.00,0.00,6,5,3
434,BossLose,57.0,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,137,2500,0.00,0.31,1.00,2,12,4
435,BossWin,74.8,BossMeleeAggro,PlayerMeleeBurst,PlayerHybridSurvivor,400,434,0.83,0.00,0.00,4,1,2
436,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,200,1468,0.41,0.00,1.00,5,5,6
437,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,205,1525,0.39,0.00,0.97,6,8,12
438,BossLose,90.0,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,292,1677,0.33,0.00,0.54,4,9,2
439,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,228,1627,0.35,0.00,0.86,3,11,3
440,BossLose,89.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,3,8,20
441,BossLose,67.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,126,2500,0.00,0.37,1.00,1,17,11
442,BossWin,30.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,400,577,0.77,0.00,0.00,4,3,1
443,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerTrainingSkillPool,307,1219,0.51,0.00,0.47,8,3,15
444,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,378,868,0.65,0.00,0.11,3,7,1
445,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,279,1732,0.31,0.00,0.61,4,4,8
446,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,328,1361,0.46,0.00,0.36,8,3,8
447,BossWin,31.0,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,400,759,0.70,0.00,0.00,3,7,0
448,BossLose,73.7,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,273,2500,0.00,0.21,0.43,2,17,2
449,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,304,2137,0.15,0.00,0.48,3,7,12
450,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,269,1723,0.31,0.00,0.66,2,4,16
451,BossLose,60.3,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,334,2500,0.00,0.33,0.00,3,16,4
452,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,286,446,0.82,0.00,0.57,6,3,0
453,BossWin,37.1,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,400,1112,0.56,0.00,0.00,4,8,1
454,BossWin,46.4,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,400,989,0.60,0.00,0.00,4,1,8
455,BossLose,72.3,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,371,2500,0.00,0.15,0.00,4,14,5
456,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,200,796,0.68,0.00,1.00,3,3,7
457,BossWin,30.5,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,758,0.70,0.00,0.00,3,5,2
458,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,200,1202,0.52,0.00,1.00,7,1,6
459,BossLose,48.5,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,78,2500,0.00,0.61,1.00,0,10,6
460,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,135,2325,0.07,0.33,1.00,1,19,13
461,BossLose,49.8,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,3,9,10
462,BossWin,80.4,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,400,1942,0.22,0.00,0.00,8,0,13
463,BossWin,40.9,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,400,586,0.77,0.00,0.00,7,3,1
464,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,267,2391,0.04,0.00,0.67,3,11,11
465,BossWin,89.7,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,400,1754,0.30,0.00,0.00,3,8,12
466,BossWin,62.1,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,174,0.93,0.00,0.00,5,3,1
467,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,202,798,0.68,0.00,0.99,3,6,4
468,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,204,690,0.72,0.00,0.98,0,2,13
469,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,228,425,0.83,0.00,0.86,6,2,2
470,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,200,1638,0.34,0.00,1.00,0,4,9
471,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,270,773,0.69,0.00,0.65,2,1,9
472,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,224,2312,0.08,0.00,0.88,4,12,16
473,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,200,1533,0.39,0.00,1.00,8,1,17
474,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,207,457,0.82,0.00,0.96,3,3,10
475,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,258,1431,0.43,0.00,0.71,5,8,3
476,BossLose,64.9,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,323,2500,0.00,0.00,0.38,6,8,11
477,BossWin,50.8,BossTankSustain,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,971,0.61,0.00,0.00,6,4,2
478,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,300,1196,0.52,0.00,0.50,4,8,7
479,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,311,1069,0.57,0.00,0.45,3,0,6
480,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,306,1715,0.31,0.00,0.47,4,3,9
481,BossWin,89.7,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,400,962,0.62,0.00,0.00,5,1,7
482,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,310,880,0.65,0.00,0.45,7,0,11
483,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,135,922,0.63,1.00,0.32,3,13,1
484,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,146,1880,0.25,0.27,1.00,3,10,19
485,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,247,1587,0.37,0.00,0.76,6,12,6
486,BossLose,83.1,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,221,2500,0.00,0.00,0.89,4,5,17
487,BossWin,86.5,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,400,1134,0.55,0.00,0.00,6,7,4
488,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,317,1776,0.29,0.00,0.41,5,4,9
489,BossLose,69.5,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,82,2500,0.00,0.59,1.00,1,14,11
490,BossWin,86.3,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,400,2089,0.16,0.00,0.00,5,24,2
491,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,286,1470,0.41,0.00,0.57,5,2,17
492,BossWin,15.1,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,400,339,0.86,0.00,0.00,3,2,1
493,BossLose,45.6,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,292,2500,0.00,0.27,0.27,3,12,4
494,BossWin,20.6,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,400,455,0.82,0.00,0.00,3,3,2
495,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,274,1650,0.34,0.00,0.63,14,3,19
496,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,352,2317,0.07,0.24,0.00,6,9,14
497,BossLose,61.4,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,1,10,11
498,BossWin,40.4,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,1492,0.40,0.00,0.00,4,0,8
499,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,276,1782,0.29,0.00,0.62,3,9,15
500,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerTrainingSkillPool,271,2464,0.01,0.08,0.56,4,17,14
501,BossWin,70.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,1734,0.31,0.00,0.00,7,2,12
502,BossLose,87.7,BossRangedZoner,PlayerCCDebuffer,PlayerTrainingSkillPool,292,2500,0.00,0.54,0.00,2,23,2
